20000 18000
submit 3375 200
submit 3376 200
submit 3377 200
submit 3378 200
submit 3379 100
submit 3380 300
submit 3381 300
submit 3382 300
submit 3383 300
submit 3384 300
submit 3385 200
submit 3386 100
submit 3387 200
submit 3388 200
submit 3389 300
submit 3390 300
submit 3391 100
submit 3392 100
submit 3393 100
submit 3394 200
submit 3395 200
submit 3396 300
submit 3397 300
submit 3398 300
submit 3399 300
submit 3400 100
submit 3401 200
submit 3402 200
submit 3403 200
submit 3404 100
submit 3405 300
submit 3406 300
submit 3407 100
submit 3408 300
submit 3409 100
submit 3410 200
submit 3411 300
submit 3412 300
submit 3413 300
submit 3414 200
submit 3415 300
submit 3416 300
submit 3417 200
submit 3418 100
submit 3419 300
submit 3420 300
submit 3421 300
submit 3422 300
submit 3423 100
submit 3424 100
submit 3425 300
submit 3426 200
submit 3427 100
submit 3428 200
submit 3429 100
submit 3430 100
submit 3431 200
submit 3432 200
submit 3433 200
submit 3434 200
submit 3435 100
submit 3436 100
submit 3437 100
submit 3438 200
submit 3439 100
submit 3440 100
submit 3441 300
submit 3442 200
submit 3443 100
submit 3444 300
submit 3445 300
submit 3446 300
submit 3447 300
submit 3448 200
submit 3449 100
submit 3450 100
submit 3451 100
submit 3452 300
submit 3453 300
submit 3454 300
submit 3455 100
submit 3456 100
submit 3457 200
submit 3458 200
submit 3459 200
submit 3460 300
submit 3461 200
submit 3462 300
submit 3463 200
submit 3464 200
submit 3465 100
submit 3466 300
submit 3467 300
submit 3468 200
submit 3469 100
submit 3470 100
submit 3471 300
submit 3472 300
submit 3473 300
submit 3474 300
submit 3475 100
submit 3476 300
submit 3477 100
submit 3478 300
submit 3479 300
submit 3480 200
submit 3481 300
submit 3482 100
submit 3483 100
submit 3484 300
submit 3485 200
submit 3486 200
submit 3487 100
submit 3488 200
submit 3489 300
submit 3490 200
submit 3491 200
submit 3492 100
submit 3493 200
submit 3494 300
submit 3495 200
submit 3496 100
submit 3497 200
submit 3498 300
submit 3499 100
submit 3500 300
submit 3501 100
submit 3502 300
submit 3503 100
submit 3504 300
submit 3505 300
submit 3506 300
submit 3507 200
submit 3508 200
submit 3509 200
submit 3510 100
submit 3511 100
submit 3512 100
submit 3513 300
submit 3514 200
submit 3515 300
submit 3516 100
submit 3517 200
submit 3518 200
submit 3519 100
submit 3520 200
submit 3521 200
submit 3522 300
submit 3523 200
submit 3524 300
submit 3525 200
submit 3526 300
submit 3527 300
submit 3528 200
submit 3529 300
submit 3530 300
submit 3531 100
submit 3532 300
submit 3533 100
submit 3534 200
submit 3535 200
submit 3536 300
submit 3537 100
submit 3538 100
submit 3539 300
submit 3540 200
submit 3541 100
submit 3542 100
submit 3543 100
submit 3544 300
submit 3545 100
submit 3546 100
submit 3547 100
submit 3548 100
submit 3549 200
submit 3550 100
submit 3551 300
submit 3552 200
submit 3553 300
submit 3554 200
submit 3555 200
submit 3556 200
submit 3557 300
submit 3558 100
submit 3559 100
submit 3560 100
submit 3561 100
submit 3562 300
submit 3563 300
submit 3564 100
submit 3565 200
submit 3566 100
submit 3567 100
submit 3568 200
submit 3569 300
submit 3570 300
submit 3571 300
submit 3572 200
submit 3573 300
submit 3574 200
submit 3575 100
submit 3576 300
submit 3577 100
submit 3578 300
submit 3579 200
submit 3580 300
submit 3581 200
submit 3582 200
submit 3583 100
submit 3584 300
submit 3585 200
submit 3586 200
submit 3587 200
submit 3588 100
submit 3589 200
submit 3590 100
submit 3591 200
submit 3592 100
submit 3593 300
submit 3594 300
submit 3595 300
submit 3596 200
submit 3597 100
submit 3598 300
submit 3599 300
submit 3600 100
submit 3601 300
submit 3602 100
submit 3603 200
submit 3604 300
submit 3605 100
submit 3606 200
submit 3607 200
submit 3608 100
submit 3609 100
submit 3610 100
submit 3611 200
submit 3612 300
submit 3613 100
submit 3614 300
submit 3615 100
submit 3616 100
submit 3617 300
submit 3618 200
submit 3619 300
submit 3620 200
submit 3621 300
submit 3622 100
submit 3623 100
submit 3624 100
submit 3625 300
submit 3626 100
submit 3627 300
submit 3628 100
submit 3629 200
submit 3630 100
submit 3631 300
submit 3632 100
submit 3633 200
submit 3634 100
submit 3635 300
submit 3636 100
submit 3637 200
submit 3638 300
submit 3639 100
submit 3640 300
submit 3641 100
submit 3642 200
submit 3643 300
submit 3644 300
submit 3645 200
submit 3646 100
submit 3647 100
submit 3648 300
submit 3649 200
submit 3650 200
submit 3651 300
submit 3652 300
submit 3653 200
submit 3654 300
submit 3655 300
submit 3656 200
submit 3657 200
submit 3658 100
submit 3659 200
submit 3660 300
submit 3661 100
submit 3662 200
submit 3663 300
submit 3664 300
submit 3665 200
submit 3666 200
submit 3667 200
submit 3668 300
submit 3669 100
submit 3670 100
submit 3671 300
submit 3672 300
submit 3673 100
submit 3674 100
submit 3675 300
submit 3676 200
submit 3677 300
submit 3678 200
submit 3679 100
submit 3680 300
submit 3681 100
submit 3682 200
submit 3683 200
submit 3684 300
submit 3685 200
submit 3686 300
submit 3687 100
submit 3688 200
submit 3689 100
submit 3690 300
submit 3691 100
submit 3692 300
submit 3693 200
submit 3694 100
submit 3695 100
submit 3696 100
submit 3697 100
submit 3698 200
submit 3699 100
submit 3700 300
submit 3701 100
submit 3702 200
submit 3703 100
submit 3704 200
submit 3705 100
submit 3706 100
submit 3707 200
submit 3708 300
submit 3709 200
submit 3710 300
submit 3711 200
submit 3712 200
submit 3713 300
submit 3714 300
submit 3715 100
submit 3716 200
submit 3717 300
submit 3718 200
submit 3719 200
submit 3720 100
submit 3721 100
submit 3722 100
submit 3723 300
submit 3724 200
submit 3725 100
submit 3726 300
submit 3727 200
submit 3728 100
submit 3729 300
submit 3730 100
submit 3731 100
submit 3732 200
submit 3733 100
submit 3734 300
submit 3735 100
submit 3736 300
submit 3737 200
submit 3738 300
submit 3739 100
submit 3740 100
submit 3741 200
submit 3742 100
submit 3743 200
submit 3744 100
submit 3745 300
submit 3746 100
submit 3747 300
submit 3748 200
submit 3749 100
submit 3750 300
submit 3751 300
submit 3752 200
submit 3753 100
submit 3754 300
submit 3755 100
submit 3756 300
submit 3757 300
submit 3758 300
submit 3759 200
submit 3760 300
submit 3761 100
submit 3762 200
submit 3763 300
submit 3764 300
submit 3765 200
submit 3766 100
submit 3767 100
submit 3768 300
submit 3769 200
submit 3770 200
submit 3771 300
submit 3772 300
submit 3773 100
submit 3774 300
submit 3775 300
submit 3776 300
submit 3777 200
submit 3778 100
submit 3779 100
submit 3780 200
submit 3781 300
submit 3782 300
submit 3783 300
submit 3784 100
submit 3785 300
submit 3786 100
submit 3787 300
submit 3788 100
submit 3789 300
submit 3790 100
submit 3791 200
submit 3792 300
submit 3793 200
submit 3794 300
submit 3795 300
submit 3796 300
submit 3797 100
submit 3798 200
submit 3799 300
submit 3800 100
submit 3801 200
submit 3802 300
submit 3803 200
submit 3804 300
submit 3805 300
submit 3806 200
submit 3807 300
submit 3808 100
submit 3809 100
submit 3810 200
submit 3811 100
submit 3812 200
submit 3813 200
submit 3814 100
submit 3815 200
submit 3816 200
submit 3817 100
submit 3818 300
submit 3819 200
submit 3820 300
submit 3821 100
submit 3822 300
submit 3823 200
submit 3824 300
submit 3825 300
submit 3826 100
submit 3827 300
submit 3828 300
submit 3829 100
submit 3830 200
submit 3831 300
submit 3832 100
submit 3833 200
submit 3834 300
submit 3835 200
submit 3836 200
submit 3837 100
submit 3838 200
submit 3839 200
submit 3840 300
submit 3841 200
submit 3842 300
submit 3843 200
submit 3844 200
submit 3845 100
submit 3846 200
submit 3847 100
submit 3848 200
submit 3849 200
submit 3850 200
submit 3851 300
submit 3852 300
submit 3853 100
submit 3854 200
submit 3855 300
submit 3856 200
submit 3857 200
submit 3858 300
submit 3859 200
submit 3860 200
submit 3861 300
submit 3862 200
submit 3863 200
submit 3864 300
submit 3865 200
submit 3866 100
submit 3867 300
submit 3868 200
submit 3869 200
submit 3870 200
submit 3871 300
submit 3872 300
submit 3873 300
submit 3874 100
submit 3875 200
submit 3876 200
submit 3877 300
submit 3878 200
submit 3879 200
submit 3880 100
submit 3881 300
submit 3882 100
submit 3883 100
submit 3884 200
submit 3885 300
submit 3886 300
submit 3887 200
submit 3888 300
submit 3889 300
submit 3890 100
submit 3891 100
submit 3892 200
submit 3893 200
submit 3894 100
submit 3895 300
submit 3896 200
submit 3897 100
submit 3898 300
submit 3899 300
submit 3900 100
submit 3901 200
submit 3902 200
submit 3903 100
submit 3904 300
submit 3905 200
submit 3906 300
submit 3907 100
submit 3908 100
submit 3909 100
submit 3910 300
submit 3911 200
submit 3912 300
submit 3913 200
submit 3914 200
submit 3915 300
submit 3916 300
submit 3917 100
submit 3918 100
submit 3919 200
submit 3920 100
submit 3921 100
submit 3922 300
submit 3923 100
submit 3924 100
submit 3925 200
submit 3926 200
submit 3927 100
submit 3928 100
submit 3929 200
submit 3930 300
submit 3931 200
submit 3932 200
submit 3933 100
submit 3934 300
submit 3935 200
submit 3936 300
submit 3937 200
submit 3938 100
submit 3939 200
submit 3940 300
submit 3941 100
submit 3942 300
submit 3943 200
submit 3944 100
submit 3945 200
submit 3946 200
submit 3947 100
submit 3948 100
submit 3949 100
submit 3950 200
submit 3951 100
submit 3952 300
submit 3953 100
submit 3954 300
submit 3955 300
submit 3956 300
submit 3957 100
submit 3958 100
submit 3959 200
submit 3960 100
submit 3961 300
submit 3962 300
submit 3963 200
submit 3964 100
submit 3965 300
submit 3966 300
submit 3967 300
submit 3968 100
submit 3969 100
submit 3970 200
submit 3971 200
submit 3972 300
submit 3973 300
submit 3974 300
submit 3975 300
submit 3976 200
submit 3977 300
submit 3978 100
submit 3979 100
submit 3980 300
submit 3981 100
submit 3982 300
submit 3983 200
submit 3984 300
submit 3985 300
submit 3986 300
submit 3987 200
submit 3988 200
submit 3989 200
submit 3990 300
submit 3991 100
submit 3992 300
submit 3993 100
submit 3994 100
submit 3995 200
submit 3996 300
submit 3997 200
submit 3998 100
submit 3999 200
submit 4000 100
submit 4001 300
submit 4002 300
submit 4003 100
submit 4004 200
submit 4005 200
submit 4006 300
submit 4007 300
submit 4008 200
submit 4009 100
submit 4010 300
submit 4011 200
submit 4012 300
submit 4013 200
submit 4014 100
submit 4015 300
submit 4016 300
submit 4017 200
submit 4018 200
submit 4019 200
submit 4020 100
submit 4021 300
submit 4022 100
submit 4023 300
submit 4024 300
submit 4025 300
submit 4026 200
submit 4027 200
submit 4028 100
submit 4029 100
submit 4030 300
submit 4031 300
submit 4032 100
submit 4033 100
submit 4034 200
submit 4035 100
submit 4036 100
submit 4037 200
submit 4038 100
submit 4039 200
submit 4040 300
submit 4041 100
submit 4042 100
submit 4043 100
submit 4044 100
submit 4045 200
submit 4046 300
submit 4047 300
submit 4048 300
submit 4049 100
submit 4050 300
submit 4051 300
submit 4052 200
submit 4053 300
submit 4054 300
submit 4055 100
submit 4056 200
submit 4057 300
submit 4058 100
submit 4059 300
submit 4060 300
submit 4061 200
submit 4062 300
submit 4063 200
submit 4064 300
submit 4065 200
submit 4066 300
submit 4067 300
submit 4068 200
submit 4069 300
submit 4070 200
submit 4071 300
submit 4072 200
submit 4073 300
submit 4074 300
submit 4075 300
submit 4076 200
submit 4077 200
submit 4078 200
submit 4079 200
submit 4080 100
submit 4081 200
submit 4082 200
submit 4083 200
submit 4084 200
submit 4085 200
submit 4086 300
submit 4087 300
submit 4088 300
submit 4089 100
submit 4090 300
submit 4091 100
submit 4092 300
submit 4093 100
submit 4094 300
submit 4095 300
submit 4096 300
submit 4097 200
submit 4098 300
submit 4099 100
submit 4100 100
submit 4101 200
submit 4102 200
submit 4103 300
submit 4104 300
submit 4105 300
submit 4106 200
submit 4107 100
submit 4108 100
submit 4109 300
submit 4110 100
submit 4111 200
submit 4112 200
submit 4113 100
submit 4114 200
submit 4115 100
submit 4116 300
submit 4117 200
submit 4118 300
submit 4119 100
submit 4120 300
submit 4121 100
submit 4122 200
submit 4123 300
submit 4124 300
submit 4125 100
submit 4126 100
submit 4127 200
submit 4128 100
submit 4129 200
submit 4130 100
submit 4131 100
submit 4132 300
submit 4133 200
submit 4134 100
submit 4135 200
submit 4136 100
submit 4137 300
submit 4138 200
submit 4139 200
submit 4140 100
submit 4141 100
submit 4142 300
submit 4143 300
submit 4144 200
submit 4145 100
submit 4146 200
submit 4147 300
submit 4148 100
submit 4149 100
submit 4150 100
submit 4151 200
submit 4152 100
submit 4153 200
submit 4154 200
submit 4155 300
submit 4156 200
submit 4157 200
submit 4158 300
submit 4159 300
submit 4160 300
submit 4161 200
submit 4162 300
submit 4163 200
submit 4164 300
submit 4165 200
submit 4166 200
submit 4167 300
submit 4168 100
submit 4169 300
submit 4170 200
submit 4171 100
submit 4172 200
submit 4173 200
submit 4174 300
submit 4175 100
submit 4176 200
submit 4177 300
submit 4178 300
submit 4179 100
submit 4180 100
submit 4181 300
submit 4182 200
submit 4183 100
submit 4184 200
submit 4185 200
submit 4186 100
submit 4187 200
submit 4188 300
submit 4189 300
submit 4190 300
submit 4191 300
submit 4192 100
submit 4193 200
submit 4194 200
submit 4195 200
submit 4196 200
submit 4197 200
submit 4198 300
submit 4199 300
submit 4200 200
submit 4201 100
submit 4202 300
submit 4203 100
submit 4204 100
submit 4205 200
submit 4206 200
submit 4207 100
submit 4208 100
submit 4209 200
submit 4210 300
submit 4211 100
submit 4212 200
submit 4213 100
submit 4214 100
submit 4215 100
submit 4216 300
submit 4217 100
submit 4218 300
submit 4219 300
submit 4220 300
submit 4221 300
submit 4222 300
submit 4223 300
submit 4224 300
submit 4225 200
submit 4226 100
submit 4227 200
submit 4228 300
submit 4229 300
submit 4230 300
submit 4231 200
submit 4232 300
submit 4233 100
submit 4234 300
submit 4235 200
submit 4236 100
submit 4237 100
submit 4238 300
submit 4239 300
submit 4240 100
submit 4241 200
submit 4242 200
submit 4243 100
submit 4244 300
submit 4245 200
submit 4246 200
submit 4247 200
submit 4248 300
submit 4249 300
submit 4250 200
submit 4251 100
submit 4252 100
submit 4253 100
submit 4254 100
submit 4255 100
submit 4256 200
submit 4257 100
submit 4258 200
submit 4259 300
submit 4260 200
submit 4261 300
submit 4262 100
submit 4263 300
submit 4264 200
submit 4265 300
submit 4266 200
submit 4267 300
submit 4268 200
submit 4269 200
submit 4270 200
submit 4271 200
submit 4272 300
submit 4273 200
submit 4274 300
submit 4275 300
submit 4276 100
submit 4277 300
submit 4278 300
submit 4279 100
submit 4280 200
submit 4281 200
submit 4282 200
submit 4283 300
submit 4284 300
submit 4285 100
submit 4286 100
submit 4287 100
submit 4288 300
submit 4289 100
submit 4290 200
submit 4291 100
submit 4292 200
submit 4293 200
submit 4294 100
submit 4295 200
submit 4296 100
submit 4297 100
submit 4298 100
submit 4299 200
submit 4300 100
submit 4301 200
submit 4302 200
submit 4303 300
submit 4304 300
submit 4305 200
submit 4306 100
submit 4307 300
submit 4308 200
submit 4309 300
submit 4310 200
submit 4311 300
submit 4312 100
submit 4313 100
submit 4314 200
submit 4315 200
submit 4316 300
submit 4317 100
submit 4318 300
submit 4319 200
submit 4320 300
submit 4321 300
submit 4322 100
submit 4323 300
submit 4324 100
submit 4325 100
submit 4326 300
submit 4327 200
submit 4328 300
submit 4329 300
submit 4330 100
submit 4331 200
submit 4332 300
submit 4333 200
submit 4334 300
submit 4335 100
submit 4336 200
submit 4337 100
submit 4338 200
submit 4339 300
submit 4340 100
submit 4341 200
submit 4342 300
submit 4343 200
submit 4344 200
submit 4345 200
submit 4346 300
submit 4347 300
submit 4348 200
submit 4349 300
submit 4350 200
submit 4351 200
submit 4352 100
submit 4353 300
submit 4354 200
submit 4355 300
submit 4356 200
submit 4357 200
submit 4358 300
submit 4359 200
submit 4360 300
submit 4361 200
submit 4362 200
submit 4363 100
submit 4364 200
submit 4365 300
submit 4366 300
submit 4367 100
submit 4368 300
submit 4369 300
submit 4370 200
submit 4371 100
submit 4372 100
submit 4373 300
submit 4374 300
submit 4375 300
submit 4376 300
submit 4377 300
submit 4378 300
submit 4379 300
submit 4380 200
submit 4381 300
submit 4382 100
submit 4383 200
submit 4384 300
submit 4385 200
submit 4386 300
submit 4387 100
submit 4388 100
submit 4389 200
submit 4390 100
submit 4391 200
submit 4392 300
submit 4393 300
submit 4394 300
submit 4395 200
submit 4396 200
submit 4397 200
submit 4398 100
submit 4399 200
submit 4400 100
submit 4401 200
submit 4402 300
submit 4403 200
submit 4404 100
submit 4405 300
submit 4406 300
submit 4407 200
submit 4408 200
submit 4409 100
submit 4410 300
submit 4411 300
submit 4412 200
submit 4413 200
submit 4414 300
submit 4415 100
submit 4416 100
submit 4417 100
submit 4418 300
submit 4419 100
submit 4420 100
submit 4421 200
submit 4422 200
submit 4423 100
submit 4424 100
submit 4425 100
submit 4426 300
submit 4427 100
submit 4428 100
submit 4429 100
submit 4430 200
submit 4431 300
submit 4432 100
submit 4433 100
submit 4434 100
submit 4435 200
submit 4436 100
submit 4437 200
submit 4438 100
submit 4439 100
submit 4440 200
submit 4441 100
submit 4442 300
submit 4443 100
submit 4444 200
submit 4445 100
submit 4446 200
submit 4447 100
submit 4448 300
submit 4449 200
submit 4450 200
submit 4451 100
submit 4452 200
submit 4453 100
submit 4454 200
submit 4455 200
submit 4456 100
submit 4457 300
submit 4458 300
submit 4459 300
submit 4460 100
submit 4461 100
submit 4462 100
submit 4463 100
submit 4464 100
submit 4465 200
submit 4466 200
submit 4467 200
submit 4468 100
submit 4469 300
submit 4470 100
submit 4471 200
submit 4472 300
submit 4473 300
submit 4474 300
submit 4475 200
submit 4476 200
submit 4477 300
submit 4478 300
submit 4479 100
submit 4480 100
submit 4481 300
submit 4482 200
submit 4483 200
submit 4484 200
submit 4485 100
submit 4486 100
submit 4487 200
submit 4488 300
submit 4489 200
submit 4490 300
submit 4491 100
submit 4492 300
submit 4493 100
submit 4494 200
submit 4495 300
submit 4496 200
submit 4497 100
submit 4498 100
submit 4499 200
submit 4500 200
submit 4501 200
submit 4502 100
submit 4503 200
submit 4504 300
submit 4505 100
submit 4506 300
submit 4507 300
submit 4508 200
submit 4509 100
submit 4510 100
submit 4511 200
submit 4512 300
submit 4513 200
submit 4514 300
submit 4515 300
submit 4516 100
submit 4517 300
submit 4518 300
submit 4519 300
submit 4520 300
submit 4521 300
submit 4522 100
submit 4523 100
submit 4524 100
submit 4525 100
submit 4526 300
submit 4527 200
submit 4528 200
submit 4529 100
submit 4530 200
submit 4531 100
submit 4532 200
submit 4533 200
submit 4534 100
submit 4535 300
submit 4536 100
submit 4537 300
submit 4538 100
submit 4539 100
submit 4540 100
submit 4541 300
submit 4542 200
submit 4543 100
submit 4544 300
submit 4545 100
submit 4546 300
submit 4547 100
submit 4548 100
submit 4549 300
submit 4550 100
submit 4551 100
submit 4552 300
submit 4553 200
submit 4554 200
submit 4555 100
submit 4556 100
submit 4557 200
submit 4558 300
submit 4559 300
submit 4560 300
submit 4561 300
submit 4562 300
submit 4563 200
submit 4564 200
submit 4565 200
submit 4566 100
submit 4567 300
submit 4568 300
submit 4569 200
submit 4570 300
submit 4571 200
submit 4572 300
submit 4573 200
submit 4574 100
submit 4575 300
submit 4576 300
submit 4577 300
submit 4578 300
submit 4579 200
submit 4580 100
submit 4581 200
submit 4582 200
submit 4583 300
submit 4584 300
submit 4585 100
submit 4586 200
submit 4587 100
submit 4588 300
submit 4589 100
submit 4590 200
submit 4591 200
submit 4592 200
submit 4593 200
submit 4594 100
submit 4595 100
submit 4596 200
submit 4597 300
submit 4598 100
submit 4599 200
submit 4600 100
submit 4601 300
submit 4602 300
submit 4603 200
submit 4604 300
submit 4605 200
submit 4606 300
submit 4607 200
submit 4608 300
submit 4609 100
submit 4610 100
submit 4611 300
submit 4612 200
submit 4613 200
submit 4614 100
submit 4615 100
submit 4616 100
submit 4617 200
submit 4618 200
submit 4619 100
submit 4620 200
submit 4621 100
submit 4622 100
submit 4623 100
submit 4624 200
submit 4625 300
submit 4626 300
submit 4627 200
submit 4628 100
submit 4629 300
submit 4630 300
submit 4631 100
submit 4632 100
submit 4633 200
submit 4634 100
submit 4635 100
submit 4636 300
submit 4637 100
submit 4638 300
submit 4639 300
submit 4640 100
submit 4641 100
submit 4642 300
submit 4643 300
submit 4644 200
submit 4645 200
submit 4646 100
submit 4647 300
submit 4648 300
submit 4649 200
submit 4650 300
submit 4651 300
submit 4652 300
submit 4653 100
submit 4654 100
submit 4655 300
submit 4656 100
submit 4657 100
submit 4658 200
submit 4659 200
submit 4660 300
submit 4661 100
submit 4662 100
submit 4663 300
submit 4664 300
submit 4665 100
submit 4666 100
submit 4667 300
submit 4668 300
submit 4669 300
submit 4670 200
submit 4671 200
submit 4672 300
submit 4673 100
submit 4674 100
submit 4675 200
submit 4676 100
submit 4677 200
submit 4678 100
submit 4679 200
submit 4680 200
submit 4681 100
submit 4682 300
submit 4683 100
submit 4684 300
submit 4685 300
submit 4686 300
submit 4687 100
submit 4688 300
submit 4689 300
submit 4690 100
submit 4691 200
submit 4692 100
submit 4693 200
submit 4694 100
submit 4695 200
submit 4696 300
submit 4697 100
submit 4698 200
submit 4699 300
submit 4700 200
submit 4701 200
submit 4702 100
submit 4703 100
submit 4704 300
submit 4705 300
submit 4706 100
submit 4707 200
submit 4708 100
submit 4709 200
submit 4710 200
submit 4711 100
submit 4712 100
submit 4713 300
submit 4714 200
submit 4715 300
submit 4716 100
submit 4717 200
submit 4718 200
submit 4719 300
submit 4720 300
submit 4721 200
submit 4722 300
submit 4723 300
submit 4724 200
submit 4725 300
submit 4726 100
submit 4727 300
submit 4728 100
submit 4729 100
submit 4730 300
submit 4731 200
submit 4732 300
submit 4733 300
submit 4734 300
submit 4735 200
submit 4736 200
submit 4737 100
submit 4738 100
submit 4739 300
submit 4740 100
submit 4741 300
submit 4742 200
submit 4743 200
submit 4744 300
submit 4745 200
submit 4746 200
submit 4747 300
submit 4748 100
submit 4749 300
submit 4750 200
submit 4751 100
submit 4752 200
submit 4753 300
submit 4754 100
submit 4755 100
submit 4756 100
submit 4757 300
submit 4758 200
submit 4759 100
submit 4760 300
submit 4761 100
submit 4762 300
submit 4763 100
submit 4764 200
submit 4765 300
submit 4766 300
submit 4767 200
submit 4768 300
submit 4769 100
submit 4770 100
submit 4771 200
submit 4772 200
submit 4773 100
submit 4774 300
submit 4775 300
submit 4776 100
submit 4777 300
submit 4778 100
submit 4779 100
submit 4780 200
submit 4781 200
submit 4782 300
submit 4783 100
submit 4784 300
submit 4785 300
submit 4786 100
submit 4787 100
submit 4788 100
submit 4789 200
submit 4790 200
submit 4791 200
submit 4792 200
submit 4793 100
submit 4794 200
submit 4795 300
submit 4796 200
submit 4797 100
submit 4798 100
submit 4799 300
submit 4800 100
submit 4801 300
submit 4802 300
submit 4803 300
submit 4804 100
submit 4805 100
submit 4806 300
submit 4807 100
submit 4808 100
submit 4809 100
submit 4810 300
submit 4811 200
submit 4812 200
submit 4813 100
submit 4814 300
submit 4815 300
submit 4816 100
submit 4817 200
submit 4818 300
submit 4819 300
submit 4820 300
submit 4821 300
submit 4822 100
submit 4823 100
submit 4824 300
submit 4825 200
submit 4826 100
submit 4827 100
submit 4828 100
submit 4829 200
submit 4830 100
submit 4831 300
submit 4832 300
submit 4833 200
submit 4834 300
submit 4835 300
submit 4836 300
submit 4837 100
submit 4838 200
submit 4839 200
submit 4840 300
submit 4841 200
submit 4842 300
submit 4843 200
submit 4844 200
submit 4845 100
submit 4846 200
submit 4847 300
submit 4848 100
submit 4849 300
submit 4850 100
submit 4851 200
submit 4852 300
submit 4853 300
submit 4854 200
submit 4855 100
submit 4856 100
submit 4857 200
submit 4858 200
submit 4859 100
submit 4860 200
submit 4861 300
submit 4862 300
submit 4863 300
submit 4864 100
submit 4865 100
submit 4866 100
submit 4867 100
submit 4868 200
submit 4869 100
submit 4870 100
submit 4871 100
submit 4872 200
submit 4873 300
submit 4874 100
submit 4875 300
submit 4876 200
submit 4877 100
submit 4878 200
submit 4879 200
submit 4880 300
submit 4881 300
submit 4882 100
submit 4883 200
submit 4884 100
submit 4885 300
submit 4886 300
submit 4887 200
submit 4888 200
submit 4889 300
submit 4890 200
submit 4891 100
submit 4892 300
submit 4893 200
submit 4894 100
submit 4895 300
submit 4896 100
submit 4897 300
submit 4898 300
submit 4899 300
submit 4900 300
submit 4901 300
submit 4902 100
submit 4903 200
submit 4904 100
submit 4905 300
submit 4906 200
submit 4907 100
submit 4908 100
submit 4909 200
submit 4910 200
submit 4911 200
submit 4912 100
submit 4913 300
submit 4914 200
submit 4915 300
submit 4916 100
submit 4917 100
submit 4918 200
submit 4919 300
submit 4920 100
submit 4921 100
submit 4922 200
submit 4923 200
submit 4924 100
submit 4925 300
submit 4926 200
submit 4927 200
submit 4928 200
submit 4929 100
submit 4930 100
submit 4931 300
submit 4932 100
submit 4933 300
submit 4934 200
submit 4935 100
submit 4936 300
submit 4937 200
submit 4938 100
submit 4939 200
submit 4940 300
submit 4941 100
submit 4942 300
submit 4943 100
submit 4944 100
submit 4945 200
submit 4946 300
submit 4947 300
submit 4948 100
submit 4949 100
submit 4950 300
submit 4951 100
submit 4952 100
submit 4953 300
submit 4954 300
submit 4955 300
submit 4956 300
submit 4957 300
submit 4958 300
submit 4959 300
submit 4960 200
submit 4961 200
submit 4962 300
submit 4963 300
submit 4964 100
submit 4965 100
submit 4966 200
submit 4967 200
submit 4968 100
submit 4969 300
submit 4970 200
submit 4971 300
submit 4972 200
submit 4973 200
submit 4974 100
submit 4975 300
submit 4976 100
submit 4977 100
submit 4978 200
submit 4979 200
submit 4980 200
submit 4981 200
submit 4982 300
submit 4983 200
submit 4984 100
submit 4985 300
submit 4986 300
submit 4987 300
submit 4988 200
submit 4989 300
submit 4990 100
submit 4991 300
submit 4992 300
submit 4993 300
submit 4994 200
submit 4995 300
submit 4996 100
submit 4997 100
submit 4998 300
submit 4999 300
submit 5000 200
top_k 291
top_k 96
top_k 371
top_k 254
top_k 420
top_k 87
top_k 78
top_k 209
top_k 318
top_k 216
top_k 82
top_k 246
top_k 367
top_k 371
top_k 206
top_k 375
top_k 144
top_k 185
top_k 448
top_k 137
top_k 254
top_k 240
top_k 221
top_k 488
top_k 143
top_k 415
top_k 357
top_k 142
top_k 469
top_k 108
top_k 324
top_k 420
top_k 93
top_k 271
top_k 176
top_k 474
top_k 274
top_k 415
top_k 61
top_k 457
top_k 290
top_k 331
top_k 442
top_k 446
top_k 254
top_k 203
top_k 106
top_k 195
top_k 98
top_k 72
top_k 65
top_k 291
top_k 140
top_k 329
top_k 399
top_k 167
top_k 325
top_k 237
top_k 121
top_k 421
top_k 326
top_k 152
top_k 358
top_k 188
top_k 196
top_k 69
top_k 148
top_k 207
top_k 129
top_k 269
top_k 396
top_k 279
top_k 328
top_k 247
top_k 70
top_k 65
top_k 351
top_k 335
top_k 268
top_k 389
top_k 321
top_k 175
top_k 155
top_k 388
top_k 86
top_k 52
top_k 246
top_k 50
top_k 437
top_k 428
top_k 241
top_k 201
top_k 299
top_k 327
top_k 138
top_k 239
top_k 256
top_k 80
top_k 375
top_k 458
top_k 145
top_k 444
top_k 293
top_k 324
top_k 154
top_k 143
top_k 89
top_k 310
top_k 274
top_k 404
top_k 450
top_k 110
top_k 336
top_k 158
top_k 404
top_k 72
top_k 489
top_k 189
top_k 474
top_k 466
top_k 93
top_k 210
top_k 270
top_k 263
top_k 82
top_k 150
top_k 221
top_k 371
top_k 100
top_k 82
top_k 272
top_k 253
top_k 61
top_k 458
top_k 138
top_k 63
top_k 333
top_k 497
top_k 419
top_k 88
top_k 434
top_k 396
top_k 493
top_k 141
top_k 190
top_k 337
top_k 152
top_k 346
top_k 169
top_k 312
top_k 391
top_k 404
top_k 156
top_k 85
top_k 276
top_k 423
top_k 348
top_k 224
top_k 298
top_k 401
top_k 65
top_k 455
top_k 140
top_k 334
